timestamp,device_id,fix_method
25.06.2025 12:08:26,pfe-1422920006008,failed
25.06.2025 12:08:26,pfe-1420921106919,failed
25.06.2025 12:08:26,pfe-1424220036526,failed
25.06.2025 12:08:26,pfe-1422921084432,failed
