timestamp,device_id,fix_method
25.06.2025 10:58:06,pfe-1420921106919,failed
25.06.2025 10:58:19,pfe-1424220036526,failed
25.06.2025 10:58:30,pfe-1422921084432,failed
25.06.2025 10:58:50,pfe-1422920006008,failed
